performance,years_exp,department,user_id,salary
3.5,8,Finance,2203,85453
2.5,19,HR,2204,103427
3.3,17,Sales,2205,120478
2.5,5,Sales,2206,118642
3,16,Marketing,2207,111628
3.2,7,Finance,2208,40657
2.5,16,Marketing,2209,60760
4.8,20,Sales,2210,108386
3.7,10,Marketing,2211,137215
2.7,18,Marketing,2212,73357
3.9,15,Sales,2213,55937
2.8,8,HR,2214,65276
3.6,14,Marketing,2215,119444
2,14,HR,2216,43873
4.9,13,Marketing,2217,110248
4.9,11,Finance,2218,43019
4.3,12,Marketing,2219,107894
2.8,10,Marketing,2220,107075
3.2,18,Engineering,2221,139740
4.1,1,Finance,2222,59968
2.7,15,Finance,2223,68351
2.1,0,HR,2224,87826
3.3,11,HR,2225,55045
5,10,Marketing,2226,68437
3.2,9,Sales,2227,43866
2.5,19,Marketing,2228,82931
5,8,Engineering,2229,58161
3.6,20,Marketing,2230,68804
3.8,6,Engineering,2231,50937
2.2,20,Marketing,2232,135386
2.1,9,HR,2233,130649
4.5,7,Marketing,2234,56591
2.3,13,HR,2235,75073
2.2,17,Sales,2236,75870
5,15,Sales,2237,103120
2.3,15,Finance,2238,66114
4.7,3,Marketing,2239,52054
5,10,Finance,2240,85685
2.7,13,Marketing,2241,132809
4,18,Sales,2242,112285
5,5,Engineering,2243,125449
3.9,4,Finance,2244,78577
2.5,0,Finance,2245,101216
4.5,18,Sales,2246,137674
2.6,8,Sales,2247,146038
3.2,19,Engineering,2248,104985
2.7,1,Finance,2249,97155
3.4,15,Sales,2250,107194
3.2,12,Sales,2251,92421
2,7,Engineering,2252,65304
2.6,9,Engineering,2253,72780
2.7,3,HR,2254,62670
4.8,11,Marketing,2255,65936
3,6,HR,2256,130053
3.5,11,Engineering,2257,134030
3.2,18,Sales,2258,76842
4.3,14,Engineering,2259,91488
4.1,14,Finance,2260,53486
4.7,3,Sales,2261,116499
3.1,1,HR,2262,143960
4.9,1,HR,2263,140459
4.3,3,HR,2264,117015
3.5,3,Sales,2265,80840
2.8,10,Marketing,2266,61712
3.8,20,Marketing,2267,144084
3.3,8,Marketing,2268,66978
4,14,Engineering,2269,134641
4.6,14,Engineering,2270,103941
4.1,7,Finance,2271,96815
2.8,9,Sales,2272,98478
4.4,19,Finance,2273,95540
3.2,8,Engineering,2274,118162
4.5,7,Sales,2275,137921
3.4,2,HR,2276,75608
4.2,8,Sales,2277,146940
4.7,17,Engineering,2278,81779
4.8,15,HR,2279,121646
2.2,4,HR,2280,54097
3.5,5,Sales,2281,119599
4.1,11,Marketing,2282,90206
3.8,11,Engineering,2283,96270
3.7,14,Engineering,2284,66177
3.6,16,Marketing,2285,114336
2.1,10,Finance,2286,86257
3.6,12,Finance,2287,89015
4.7,8,Engineering,2288,122929
2,3,Marketing,2289,147392
3.2,7,Marketing,2290,48423
4.5,10,HR,2291,98904
2.4,8,Finance,2292,61921
2.8,20,Finance,2293,44424
3.3,20,HR,2294,107024
3.2,15,Sales,2295,73169
4.5,9,Finance,2296,116922
2.3,3,HR,2297,93714
2.7,12,Marketing,2298,78466
3,17,Sales,2299,119152
2.6,10,Engineering,2300,148355
3.2,20,Marketing,2301,124554
3.1,11,Sales,2302,109533
2.8,14,HR,2303,86170
3.3,6,Marketing,2304,92206
4,19,Sales,2305,43924
3.9,10,Engineering,2306,55027
4.7,4,Marketing,2307,63580
4.1,7,Marketing,2308,146042
3.7,4,Finance,2309,82294
4.1,17,Sales,2310,96280
3.6,11,Sales,2311,143664
2.9,11,Finance,2312,64368
3.5,11,HR,2313,86890
3.7,17,HR,2314,72154
4.1,0,Finance,2315,49521
4.6,18,Marketing,2316,68204
3,11,Engineering,2317,126108
3.8,15,HR,2318,88714
4.9,19,Engineering,2319,88754
4.4,9,Sales,2320,59010
2.1,15,Sales,2321,142172
2.4,11,HR,2322,81215
2.4,16,Marketing,2323,56030
3.8,3,Sales,2324,41262
2.5,20,Engineering,2325,81758
4.5,13,Marketing,2326,130215
4.3,12,HR,2327,41428
5,1,Sales,2328,133952
2.7,4,HR,2329,83105
4.8,16,Marketing,2330,68019
4.7,8,Marketing,2331,100997
2.1,20,Marketing,2332,114379
2.3,20,Finance,2333,144233
3.4,3,Finance,2334,82147
3.3,6,Engineering,2335,70493
4.2,13,Marketing,2336,113615
2.7,5,Marketing,2337,48681
3.8,7,Sales,2338,90540
4.3,6,Engineering,2339,77173
3.7,20,Engineering,2340,118879
3.2,20,HR,2341,67810
3.3,9,Marketing,2342,109109
2.7,14,Sales,2343,68503
4.9,0,HR,2344,53489
3.9,9,Finance,2345,113525
2.3,0,Marketing,2346,76444
3.7,14,Engineering,2347,133882
3,3,Marketing,2348,119679
3.8,8,Marketing,2349,145831
3.1,12,Finance,2350,127994
2,18,Sales,2351,49807
2.1,14,Sales,2352,115228
4,20,Sales,2353,124707
3.7,3,HR,2354,95279
4.4,8,Sales,2355,129408
2.9,15,HR,2356,139116
4.9,18,Finance,2357,97043
2.8,15,Marketing,2358,81652
2.1,7,HR,2359,146613
4.8,9,Finance,2360,81958
5,3,HR,2361,65971
4,17,Finance,2362,65837
2.8,11,Sales,2363,46509
4.7,10,Sales,2364,145214
4.6,18,Finance,2365,104740
3.8,10,Engineering,2366,105359
3.3,1,Finance,2367,46133
3.2,16,HR,2368,75968
3,6,Finance,2369,95212
3.3,15,Marketing,2370,55631
2.5,9,Engineering,2371,56265
4.5,11,Finance,2372,99347
4.8,12,Engineering,2373,62431
2.9,1,Engineering,2374,118830
4.6,3,Finance,2375,82844
3.5,14,Finance,2376,117485
3.3,0,Sales,2377,90181
3.6,6,Finance,2378,70988
2.1,19,Finance,2379,115551
3.4,12,Sales,2380,42787
4.9,3,Sales,2381,77360
4.3,0,Marketing,2382,42337
4.9,2,Finance,2383,124366
2.6,14,HR,2384,142669
3.5,11,Engineering,2385,115465
3.8,19,Sales,2386,40609
3.3,0,Finance,2387,100525
2.7,1,HR,2388,77272
4.3,3,Engineering,2389,57178
2.8,14,Finance,2390,92797
3.2,1,HR,2391,44850
3.1,12,Engineering,2392,109922
2.4,14,HR,2393,109142
3.9,18,Sales,2394,45127
4.3,20,Finance,2395,84222
3,8,HR,2396,124512
2.9,18,HR,2397,42132
2.3,1,Finance,2398,49103
3.9,15,Engineering,2399,101589
3.8,17,Finance,2400,52467
3,13,HR,2401,148770
4.8,19,Marketing,2402,145187
2,5,Engineering,2403,94405
4.8,16,HR,2404,134798
3.3,10,Marketing,2405,79452
4.6,10,Engineering,2406,76002
2.4,3,Sales,2407,81574
2.5,12,Finance,2408,138787
2.5,4,Engineering,2409,85327
4.3,3,Engineering,2410,92473
3.4,11,HR,2411,50455
4.9,18,Marketing,2412,112935
3.4,7,Engineering,2413,141530
4,17,Finance,2414,81048
2.9,18,Engineering,2415,104725
2.4,13,Engineering,2416,120258
2.9,14,HR,2417,46169
2.2,12,Engineering,2418,91554
2.1,7,Marketing,2419,79117
2.2,11,HR,2420,131286
2.8,6,Sales,2421,99582
5,13,Sales,2422,104662
2.3,15,HR,2423,124029
4.7,7,Marketing,2424,55913
4.6,11,HR,2425,89008
4.4,11,HR,2426,120999
2.8,16,HR,2427,53466
4.4,19,HR,2428,43838
3.9,13,Engineering,2429,69362
5,1,Finance,2430,46269
2,15,Sales,2431,148194
4.7,1,Marketing,2432,41362
3.6,14,Engineering,2433,58184
2.3,4,Sales,2434,53780
3.8,4,Finance,2435,82317
4.9,17,HR,2436,130124
3.4,17,Finance,2437,134929
3.5,6,Sales,2438,97105
3.7,8,Sales,2439,69667
2.6,2,Engineering,2440,62307
2.2,6,Engineering,2441,51536
3.7,7,Marketing,2442,65055
4.6,11,HR,2443,134910
3.1,3,Finance,2444,146467
4.8,6,HR,2445,88349
4.7,19,Finance,2446,146974
4.8,0,HR,2447,110458
2.8,2,Sales,2448,40647
2.4,8,Sales,2449,130209
4.2,6,HR,2450,46880
4.4,1,Marketing,2451,74037
4.6,19,Sales,2452,142884
3.9,14,Marketing,2453,45646
3.3,9,Sales,2454,54523
2.4,5,Engineering,2455,46291
2.3,15,Engineering,2456,79883
2.5,20,HR,2457,49835
2.6,9,Finance,2458,74567
2.8,19,Engineering,2459,83165
4.2,7,Sales,2460,130167
4.7,13,Sales,2461,120314
3,12,Engineering,2462,143760
3.3,7,Engineering,2463,146494
4.1,10,Finance,2464,89749
4.2,15,Engineering,2465,75377
4.6,18,HR,2466,131575
3.6,13,Finance,2467,62326
3.4,14,Engineering,2468,58056
3.1,2,Sales,2469,116474
4.5,8,Engineering,2470,100384
2.5,16,HR,2471,55715
5,0,HR,2472,56552
4.8,6,Sales,2473,81855
2.5,0,Finance,2474,59398
2.4,1,Sales,2475,138701
4,14,Engineering,2476,116563
4.1,7,Sales,2477,94171
2.7,11,Finance,2478,123480
3,20,Marketing,2479,98560
2.8,13,Sales,2480,127586
4.4,11,Finance,2481,56039
4.9,17,Marketing,2482,108388
2.8,4,Finance,2483,109152
2.1,12,Finance,2484,71525
4.8,0,Marketing,2485,115744
2.8,16,Sales,2486,102642
4,5,Marketing,2487,126673
2.9,10,Sales,2488,104238
3.4,5,Finance,2489,76771
4.2,13,Sales,2490,82193
4.6,7,HR,2491,141271
4.5,15,Marketing,2492,135795
2.2,18,Marketing,2493,103269
2.4,8,Engineering,2494,69600
2.6,2,Finance,2495,52032
4.8,4,Finance,2496,74578
5,16,Sales,2497,140427
2.9,16,HR,2498,78828
3.6,12,Finance,2499,133242
4.3,13,HR,2500,50852
4.2,18,Engineering,2501,86269
3.5,3,Marketing,2502,113205
4.8,2,HR,2503,149516
4.2,4,Finance,2504,71768
4.9,4,Marketing,2505,126439
3.4,6,HR,2506,124821
4.7,5,HR,2507,136373
3.2,2,Sales,2508,66986
2.6,8,Marketing,2509,131090
4,20,HR,2510,50225
3.9,5,Sales,2511,49849
4,10,Finance,2512,104828
2.5,5,HR,2513,47899
2.5,12,Sales,2514,67849
2.6,2,Sales,2515,41720
4.5,3,Marketing,2516,127883
3.6,18,Sales,2517,68329
4.1,15,HR,2518,101361
4.5,20,Engineering,2519,147283
4.7,17,Finance,2520,90470
3.1,18,HR,2521,64630
2,4,HR,2522,103916
3.6,10,Finance,2523,53701
4.4,19,Finance,2524,84623
2.2,9,Sales,2525,67349
4.4,12,HR,2526,146692
4.9,10,Sales,2527,117401
4.5,14,Marketing,2528,139824
2.8,8,Sales,2529,109159
4.1,20,Marketing,2530,107361
2.6,20,Engineering,2531,81072
3.2,8,HR,2532,139678
5,12,Marketing,2533,80871
4.9,11,Engineering,2534,132866
3,6,Finance,2535,99509
3.6,5,Sales,2536,125890
4.5,11,Engineering,2537,60184
2.8,10,Marketing,2538,106127
4.7,8,HR,2539,53849
3,9,Finance,2540,57047
2.7,2,Finance,2541,68676
2.9,3,Engineering,2542,87663
2.1,16,Engineering,2543,90538
4.8,3,Sales,2544,99301
4.1,17,Finance,2545,121327
3.9,10,Finance,2546,107300
2.3,2,Sales,2547,66610
2.2,6,HR,2548,142238
4.6,12,Sales,2549,92455
3.3,14,Marketing,2550,64635
3.5,6,Marketing,2551,48996
3.5,16,Engineering,2552,76416
2.2,0,Sales,2553,95455
3.3,10,Sales,2554,61521
5,4,Engineering,2555,129950
2.8,1,HR,2556,80258
2.8,6,Sales,2557,115660
4,17,Finance,2558,124984
3.1,20,Sales,2559,53377
2.8,20,HR,2560,59305
2.2,17,Sales,2561,100418
3.6,3,Finance,2562,54047
4.5,18,Marketing,2563,137652
4.6,6,Marketing,2564,54444
4.1,14,HR,2565,71531
3.4,13,HR,2566,42174
3.9,16,Finance,2567,100404
3.4,9,Marketing,2568,64514
4.4,3,Marketing,2569,74964
2.3,17,Marketing,2570,43746
3.9,8,Marketing,2571,102421
4,15,Finance,2572,126754
4.7,2,HR,2573,109584
4.2,8,HR,2574,99328
3,12,Engineering,2575,86131
3.9,4,HR,2576,74809
2.4,5,Marketing,2577,55509
3.6,0,Sales,2578,112129
4.9,2,Marketing,2579,51018
3.5,8,Marketing,2580,86455
2.8,16,HR,2581,96554
3.6,7,Engineering,2582,67795
3.2,6,Finance,2583,59742
3.9,7,Sales,2584,92026
3.7,10,Sales,2585,105823
5,8,Engineering,2586,96472
3.6,1,Marketing,2587,106574
4.3,3,Finance,2588,83743
4.7,3,Finance,2589,46967
4.3,5,Finance,2590,97847
3.8,14,HR,2591,75728
2.9,5,Marketing,2592,88467
5,17,Sales,2593,52820
3.4,6,Sales,2594,46440
4.1,12,Marketing,2595,125016
4.5,0,Sales,2596,90137
2.3,6,HR,2597,135944
4.5,0,Finance,2598,95389
4,16,Sales,2599,65419
2.8,15,HR,2600,78535
2.7,12,Finance,2601,64831
4.4,9,Marketing,2602,92781
4.6,14,Marketing,2603,63153
5,15,HR,2604,117863
3.6,1,HR,2605,76166
4.9,18,HR,2606,109410
4.1,0,Sales,2607,119619
2.5,13,Marketing,2608,104699
2.4,15,Sales,2609,107976
2.6,13,Sales,2610,96828
3.7,3,Finance,2611,54311
2.7,17,HR,2612,129281
3.3,7,Sales,2613,46536
3.6,14,Finance,2614,124717
2.7,12,Engineering,2615,72629
4.4,4,Finance,2616,54559
2.5,19,Engineering,2617,68780
2.3,11,Engineering,2618,55097
3.9,0,Engineering,2619,46964
3.6,15,Engineering,2620,44677
2.1,13,HR,2621,115396
4.8,20,Sales,2622,74888
2.5,15,Sales,2623,71295
4.6,2,Engineering,2624,48630
2.6,20,Sales,2625,109747
2.5,13,Engineering,2626,53242
4.6,5,Sales,2627,76105
4.8,3,Finance,2628,69683
4.1,15,HR,2629,121293
3.7,4,Marketing,2630,131686
2.6,1,Engineering,2631,133824
2.4,9,Finance,2632,93026
2.1,17,Finance,2633,91368
2.4,16,HR,2634,91496
2.6,16,HR,2635,53278
2.5,12,Engineering,2636,68821
2,17,Engineering,2637,136196
2.2,1,Finance,2638,148012
3.6,9,Finance,2639,130660
3.4,3,HR,2640,75162
3.1,16,Engineering,2641,104903
2.1,12,Engineering,2642,66962
2.1,18,Finance,2643,62417
4.5,7,Marketing,2644,142986
3.8,1,Finance,2645,66683
4.6,7,Marketing,2646,85564
4.8,5,Engineering,2647,123479
4,12,Finance,2648,77747
4.1,9,HR,2649,132517
2.4,20,Sales,2650,118159
3.6,10,Engineering,2651,77745
4.5,12,Engineering,2652,136191
2.6,8,Finance,2653,40407
3.2,19,Sales,2654,52352
2.3,13,Sales,2655,64258
2.2,14,Sales,2656,105960
4.2,9,Finance,2657,131812
4.7,3,Finance,2658,121542
2.9,18,Marketing,2659,102489
3,19,Marketing,2660,136874
2.7,2,Marketing,2661,80019
4.8,12,HR,2662,130169
3.8,1,Engineering,2663,71276
4.3,10,Marketing,2664,62312
4.4,7,HR,2665,81302
2.8,19,HR,2666,129318
4.3,0,Finance,2667,49103
4.3,12,Sales,2668,61842
3.7,8,Sales,2669,64555
2.4,18,Marketing,2670,83536
2.9,1,Engineering,2671,99666
3.2,18,Engineering,2672,58590
4.9,15,Engineering,2673,41669
2.9,20,HR,2674,127298
4,0,HR,2675,102206
2.3,7,HR,2676,96088
2,9,Finance,2677,83785
4.2,4,HR,2678,42729
5,10,Engineering,2679,63267
3.4,3,Engineering,2680,74581
4.3,19,Sales,2681,50089
4.7,14,Engineering,2682,62377
2,1,HR,2683,129024
4.5,3,HR,2684,139648
2.8,17,Marketing,2685,41275
3,2,Finance,2686,117857
4.2,11,Engineering,2687,86156
3.1,17,Finance,2688,102105
4.5,18,Engineering,2689,116435
3,3,Sales,2690,40131
4.7,6,Sales,2691,104003
2.1,12,Finance,2692,72441
3.3,17,HR,2693,101940
4.7,4,Marketing,2694,54337
3.2,18,Engineering,2695,45921
2.8,12,Engineering,2696,147338
2.2,14,Marketing,2697,42279
4.7,0,Finance,2698,114352
3.2,14,Finance,2699,129135
3.1,8,Engineering,2700,78097
4.6,5,Sales,2701,149492
4.1,3,Marketing,2702,69922
4.1,10,Engineering,2703,108848
4.7,7,Sales,2704,105948
4.8,2,Finance,2705,61928
5,19,Sales,2706,138958
2,7,HR,2707,59212
3.3,20,Engineering,2708,141614
3,12,Marketing,2709,52308
3.2,4,Sales,2710,53106
4.5,10,Finance,2711,79924
4.7,5,Sales,2712,145367
2.8,12,Finance,2713,136493
3.9,0,HR,2714,83997
2.1,4,Finance,2715,99325
3.8,5,Marketing,2716,104312
3.1,3,HR,2717,136313
3.7,13,Sales,2718,85977
2.6,18,Engineering,2719,111527
3.3,0,Finance,2720,73730
2.6,17,Marketing,2721,126954
3.7,16,Engineering,2722,103765
3.1,14,Engineering,2723,73231
4.2,11,HR,2724,87748
3.7,8,Sales,2725,100129
3.2,16,Engineering,2726,41777
3.2,0,Marketing,2727,148494
3.4,4,Finance,2728,86219
2,19,Finance,2729,79470
2.7,7,Finance,2730,133081
3.3,6,HR,2731,83743
3.7,11,Marketing,2732,107873
4.7,17,Engineering,2733,141518
3.7,7,Marketing,2734,127023
3.4,16,HR,2735,118085
5,9,HR,2736,103485
4,6,Sales,2737,54779
3.5,19,Marketing,2738,75381
3.8,20,Finance,2739,129887
3.1,2,HR,2740,108066
3.1,0,HR,2741,135448
3.8,13,Sales,2742,123859
2.5,11,Finance,2743,42716
3.4,14,HR,2744,59385
2.2,7,Engineering,2745,93781
3.4,10,Finance,2746,68869
3.1,2,Marketing,2747,126424
4.1,15,Sales,2748,58564
2.7,9,Engineering,2749,86818
2.1,10,Engineering,2750,105251
2.3,8,Marketing,2751,44050
3.3,12,Sales,2752,72029
4.1,18,HR,2753,115705
5,6,Sales,2754,137125
3.4,11,HR,2755,131200
4.9,3,Marketing,2756,96455
3.6,0,Marketing,2757,87109
3.7,5,Engineering,2758,67041
4.6,2,Engineering,2759,137565
3.1,9,Engineering,2760,51701
2.9,1,Marketing,2761,65407
2.2,2,HR,2762,89516
4.6,4,Marketing,2763,123720
4.3,17,Marketing,2764,54146
4.9,7,Engineering,2765,75903
3.7,6,Sales,2766,122167
4.8,2,Engineering,2767,128971
4.8,18,Sales,2768,111423
4.4,10,HR,2769,98886
3.1,11,HR,2770,109062
3.5,16,Finance,2771,62931
4.9,20,Finance,2772,74774
2.4,18,Finance,2773,129006
3.5,15,HR,2774,85723
2.9,18,Engineering,2775,83410
2.3,18,Engineering,2776,91252
4.2,0,Engineering,2777,117220
3.5,7,Marketing,2778,94695
3.2,10,Finance,2779,76208
2.6,19,Engineering,2780,80543
2.2,14,Finance,2781,64978
3.6,3,Finance,2782,45387
4.4,15,Marketing,2783,115958
3.9,15,HR,2784,108167
2.4,2,Engineering,2785,131991
2.3,15,Marketing,2786,84993
4.1,0,HR,2787,149336
3.2,6,HR,2788,120264
2.4,1,Engineering,2789,56116
2.8,11,Finance,2790,96814
2.5,13,Sales,2791,144245
3.8,16,Finance,2792,99641
3.4,14,Finance,2793,114273
3.5,1,Sales,2794,143877
2.2,18,HR,2795,143853
2.2,9,Sales,2796,85481
4.1,2,Sales,2797,77802
5,4,Marketing,2798,54442
4.7,8,Marketing,2799,41092
4.2,12,Marketing,2800,105395
3.1,0,HR,2801,129853
4.7,10,Sales,2802,59284
2.3,2,Engineering,2803,101121
3.7,12,Sales,2804,129249
4,8,HR,2805,59690
3.1,17,Marketing,2806,108575
4.5,7,HR,2807,77982
2.1,20,Marketing,2808,121762
3.3,20,HR,2809,113156
3.5,17,Engineering,2810,127073
2,18,Marketing,2811,61313
3.7,10,Marketing,2812,79799
2.4,6,Sales,2813,103809
4.6,7,HR,2814,77782
3.5,14,Finance,2815,48469
2,12,Finance,2816,144829
3.7,17,Sales,2817,78630
4.8,8,HR,2818,42043
2.1,3,Engineering,2819,99488
3.9,17,Sales,2820,45367
2.7,14,Marketing,2821,68485
4.1,12,Engineering,2822,77095
3,14,HR,2823,148196
2.8,14,Marketing,2824,117735
2.2,13,Finance,2825,56178
2.5,1,HR,2826,46972
4.5,0,Marketing,2827,104011
2.8,12,HR,2828,80084
4.6,8,Marketing,2829,40667
5,7,HR,2830,96403
3.5,9,Finance,2831,86170
4.8,10,Sales,2832,126540
3.8,20,Marketing,2833,149328
4.7,18,Marketing,2834,40084
4.7,14,Finance,2835,46540
2.8,20,Sales,2836,72955
2.2,7,HR,2837,58051
3.5,2,Marketing,2838,85903
4,20,Sales,2839,77128
4.7,15,HR,2840,142926
3.6,7,Marketing,2841,105797
2.5,1,Marketing,2842,127205
2.8,7,HR,2843,140779
3.4,7,Finance,2844,113498
2.3,5,Sales,2845,60321
5,8,Marketing,2846,51272
2.2,18,HR,2847,133480
4.8,13,Marketing,2848,75477
3.6,14,HR,2849,58696
4.8,10,Marketing,2850,136082
4.3,15,Engineering,2851,65785
2,8,Finance,2852,96629
2.2,10,Sales,2853,116706
4.4,3,Finance,2854,50579
4.8,0,Finance,2855,78116
3.9,9,Sales,2856,68686
4.3,17,Finance,2857,44212
2.2,8,Engineering,2858,102020
2.3,17,HR,2859,86482
3.1,1,Sales,2860,72601
2,18,HR,2861,146392
2.5,9,Marketing,2862,128932
3.4,14,Engineering,2863,123498
4.4,6,HR,2864,90625
4.9,3,HR,2865,95386
4,17,Sales,2866,92312
2.9,2,Marketing,2867,52863
3.3,11,Sales,2868,74243
4.2,12,Marketing,2869,79586
2.1,0,Sales,2870,118255
3.1,10,HR,2871,80728
4.8,9,HR,2872,62715
4.6,5,Engineering,2873,113912
3.3,15,HR,2874,97123
4.5,1,Finance,2875,128987
2.4,14,HR,2876,82268
2.1,19,Finance,2877,145431
3.4,18,HR,2878,115781
4.4,11,Finance,2879,58242
3.8,18,Finance,2880,129564
4,9,HR,2881,140618
2,15,Finance,2882,66149
3.5,13,Engineering,2883,72770
4.7,3,Marketing,2884,57785
4.5,3,Finance,2885,94566
4,3,Finance,2886,112651
4.6,1,Engineering,2887,66151
3.7,15,Engineering,2888,79460
2.9,18,Sales,2889,79976
4.1,15,Marketing,2890,51219
4.1,12,Sales,2891,78972
2.7,9,Finance,2892,114273
3.9,14,Engineering,2893,122355
4.4,11,Finance,2894,100444
3.6,9,HR,2895,111543
3.2,11,Marketing,2896,64034
3.7,13,HR,2897,89278
2.6,10,Engineering,2898,142551
4.6,14,Engineering,2899,149294
3,4,Engineering,2900,97264
3.8,16,Marketing,2901,52588
2.8,18,Sales,2902,58167
3.4,14,Finance,2903,109018
2.3,4,Finance,2904,97920
4.5,5,Finance,2905,130981
2.3,12,Finance,2906,81059
3.9,18,Finance,2907,106036
4.2,6,Sales,2908,129805
4.8,9,HR,2909,133401
4.9,16,Marketing,2910,86865
2.6,10,HR,2911,101391
2.9,8,HR,2912,86424
3.6,0,Finance,2913,96055
2.6,6,Finance,2914,101151
4.3,18,Sales,2915,95116
4.3,0,Marketing,2916,93773
2.1,19,Engineering,2917,100461
3,16,HR,2918,43627
2.5,8,Engineering,2919,113257
4.3,12,Marketing,2920,43463
4,16,HR,2921,140502
3.2,11,Engineering,2922,95170
4.1,13,Engineering,2923,51590
2.2,0,Sales,2924,139071
4.7,13,Marketing,2925,58426
2.6,12,Marketing,2926,120636
4.6,18,Marketing,2927,79634
4.4,19,HR,2928,143105
3.1,5,Sales,2929,71804
2.8,20,Finance,2930,116064
4.3,13,HR,2931,107135
4.5,2,Marketing,2932,88904
3,6,HR,2933,56682
4.8,16,Engineering,2934,121381
3.3,4,HR,2935,111207
2.2,13,HR,2936,114130
4.6,17,Marketing,2937,78449
4.9,15,Engineering,2938,47017
3.3,1,Marketing,2939,139003
4.2,19,Engineering,2940,91466
3.3,14,Engineering,2941,56506
3.8,14,Engineering,2942,92814
2.7,14,Marketing,2943,127828
4.2,14,Engineering,2944,40780
2.8,19,Sales,2945,100661
2.9,11,Sales,2946,145838
3.6,14,Finance,2947,140007
2.6,1,Sales,2948,107896
2.9,20,Finance,2949,100322
2.5,6,Sales,2950,149995
4.4,18,Marketing,2951,47123
3.1,18,Finance,2952,51096
4.9,13,HR,2953,47168
4.7,4,HR,2954,75412
4.9,12,Sales,2955,148775
2.9,7,HR,2956,125181
4.7,15,Sales,2957,54031
3.6,14,Sales,2958,83710
3,18,HR,2959,117901
2.2,5,HR,2960,52766
4.4,14,Engineering,2961,147733
4.8,2,Finance,2962,78086
4.1,2,Sales,2963,114113
3.2,1,HR,2964,103106
3.3,14,Finance,2965,130517
3,7,HR,2966,83425
2.2,11,HR,2967,47977
4.9,3,Engineering,2968,55917
2.5,4,Sales,2969,137055
3.7,17,Sales,2970,116626
4.2,19,Marketing,2971,128396
2,13,Engineering,2972,106954
2.1,5,Finance,2973,136909
4.8,5,Engineering,2974,133972
4.7,1,Finance,2975,46949
3,13,Sales,2976,131956
2.1,17,Marketing,2977,66878
3.9,20,Marketing,2978,107667
2.9,5,Sales,2979,58894
2.1,9,HR,2980,113668
5,6,Engineering,2981,137048
2.3,5,Marketing,2982,104920
2.7,7,HR,2983,57878
4.9,6,Finance,2984,69300
5,7,Marketing,2985,128562
3.4,1,Finance,2986,123842
3.5,4,HR,2987,60286
3.2,6,Finance,2988,79438
3.8,19,HR,2989,122344
4.1,18,Finance,2990,80749
2.4,7,Engineering,2991,134259
4.4,8,Marketing,2992,40845
4.1,8,Marketing,2993,145593
3.3,12,HR,2994,103564
3.2,0,Finance,2995,121744
4.1,12,Sales,2996,130148
2.5,0,Marketing,2997,66306
3.9,12,Finance,2998,55035
3.2,18,Finance,2999,48800
3.9,8,Engineering,3000,40004
4.8,7,Sales,3001,60056
2.9,0,Marketing,3002,119140
4.8,12,Engineering,3003,55864
2.8,19,Sales,3004,108134
4.8,11,Marketing,3005,52696
4,20,Engineering,3006,72401
5,4,Sales,3007,66777
4.7,6,Marketing,3008,53579
4,10,Sales,3009,102094
2.5,14,Finance,3010,43231
4.7,17,HR,3011,149147
4.4,12,HR,3012,106296
4.7,10,Finance,3013,98171
3.1,4,Sales,3014,91211
4.9,19,Finance,3015,47294
2,9,HR,3016,55966
4.6,2,HR,3017,79311
4.3,4,Sales,3018,93026
4.1,16,HR,3019,103402
2.2,10,Finance,3020,64123
3,7,Sales,3021,147514
3,15,Finance,3022,70792
4.6,1,Sales,3023,111659
4.8,1,HR,3024,74114
4.7,12,Marketing,3025,147700
3,8,Sales,3026,120315
4.4,8,Sales,3027,129302
4.1,16,Marketing,3028,97557
3.8,17,HR,3029,126266
3.3,10,Finance,3030,120892
4.7,9,Engineering,3031,56147
3,17,Marketing,3032,96669
3.3,15,Engineering,3033,59168
2.1,10,HR,3034,123387
4.5,7,Sales,3035,42838
2.3,3,Sales,3036,64223
3.3,3,HR,3037,58571
2.6,18,Finance,3038,147288
2.4,20,Finance,3039,137596
3.8,16,HR,3040,126175
2.1,0,HR,3041,71546
3.1,8,HR,3042,62383
4.2,5,HR,3043,107045
4,11,HR,3044,137211
3.9,11,HR,3045,131701
4.7,9,Sales,3046,111654
4,4,Engineering,3047,66260
4.5,16,Finance,3048,102411
2.1,0,Engineering,3049,102975
4.9,10,Sales,3050,78015
2.9,7,Marketing,3051,77938
4,14,Engineering,3052,127495
2.6,13,Marketing,3053,53109
2.9,9,Sales,3054,117170
4.2,4,Finance,3055,104613
2.6,11,Marketing,3056,88147
4.7,10,Sales,3057,127516
2.4,0,HR,3058,76068
2.8,15,Finance,3059,91273
2.4,17,HR,3060,90570
2.1,13,Finance,3061,131442
2.6,17,Finance,3062,144838
2.1,16,Engineering,3063,54068
3.8,20,Finance,3064,100812
4.9,14,Engineering,3065,94643
2.9,17,Marketing,3066,146626
2.2,12,Finance,3067,95683
2.9,0,Marketing,3068,59420
3.8,5,Finance,3069,43666
2.3,1,Engineering,3070,77148
2.7,7,HR,3071,99910
4,18,Finance,3072,55745
4.6,4,Sales,3073,113952
3.8,5,HR,3074,91043
2.5,3,Engineering,3075,41444
3.6,7,Sales,3076,116092
3,2,Marketing,3077,79683
4.3,15,Engineering,3078,44467
4.7,1,HR,3079,124555
4.1,2,Marketing,3080,125252
